procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0  0      0  50316   9308 277836    0    0     0     0  254  136  2  0 98  0  0
 0  0      0  50316   9308 277836    0    0     0     0  252  128  0  0 100  0  0
 0  0      0  50316   9308 277836    0    0     0     0  254  137  2  0 98  0  0
 0  0      0  50316   9308 277836    0    0     0     0  252  131  0  0 100  0  0
 0  0      0  50316   9308 277836    0    0     0     0  255  140  1  0 99  0  0
 0  0      0  50316   9308 277836    0    0     0     0  261  133 13  1 86  0  0
 0  0      0  50316   9308 277836    0    0     0     0  256  137  7  0 93  0  0
 0  0      0  50316   9308 277836    0    0     0     0  252  133  0  0 100  0  0
 0  0      0  50316   9308 277836    0    0     0     0  258  141  9  0 91  0  0
 0  0      0  50316   9308 277836    0    0     0     0  287  271 58  0 42  0  0
 0  0      0  50316   9308 277836    0    0     0     0  254  136  0  0 100  0  0
 0  0      0  50316   9308 277836    0    0     0     0  250  135  2  1 97  0  0
 0  0      0  50316   9308 277836    0    0     0     0  256  142  0  0 100  0  0
 0  0      0  50316   9308 277836    0    0     0     0  252  130  1  1 98  0  0
 0  0      0  50316   9308 277836    0    0     0     0  250  139  2  0 98  0  0
 0  0      0  50316   9308 277836    0    0     0     0  262  131 15  0 85  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0  0      0  50316   9308 277836    0    0     0     0  637 2359  6  1 92  0  0
 0  0      0  50316   9308 277836    0    0     0     0  369 1955  3  1 96  0  0
 0  0      0  50316   9308 277836    0    0     0     0  690 3035 10  1 89  0  0
 7  0      0  50316   9308 277836    0    0     0     0  468 1638 32  1 67  0  0
 0  0      0  49864   9308 277836    0    0     0     0  273  220 29  0 71  0  0
 0  0      0  49880   9308 277836    0    0     0     0  253  132  1  0 99  0  0
 0  0      0  49880   9308 277836    0    0     0     0  252  132  0  0 100  0  0
 0  0      0  49880   9308 277836    0    0     0     0  254  140  0  0 100  0  0
 0  0      0  49880   9308 277840    0    0     0     0  254  140  1  0 99  0  0
 0  0      0  49880   9308 277840    0    0     0     0  263  142 16  0 84  0  0
 0  0      0  49880   9308 277840    0    0     0     0  256  133 10  1 89  0  0
 0  0      0  49880   9308 277840    0    0     0     0  254  147  1  0 99  0  0
 0  0      0  49880   9308 277840    0    0     0     0  257  138 11  0 89  0  0
 0  0      0  49880   9308 277840    0    0     0     0  258  170  9  0 91  0  0
 0  0      0  49812   9308 277840    0    0     0     0  277  256 52  0 48  0  0
 0  0      0  49816   9308 277840    0    0     0     0  255  137  1  1 98  0  0
 0  0      0  49816   9308 277840    0    0     0     0  252  142  1  0 99  0  0
 0  0      0  49816   9308 277840    0    0     0     0  256  141  1  0 99  0  0
 0  0      0  49816   9308 277840    0    0     0     0  253  136  1  0 99  0  0
 0  0      0  49816   9308 277840    0    0     0     0  263  142 16  1 83  0  0
 1  0      0  49816   9308 277840    0    0     0     0  254  135  8  0 92  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0  0      0  49816   9308 277840    0    0     0     0  258  142  1  0 99  0  0
 1  0      0  49816   9308 277840    0    0     0     0  255  133  7  0 93  0  0
 0  0      0  49816   9308 277840    0    0     0     0  259  139 11  0 89  0  0
 7  0      0  49816   9308 277840    0    0     0     0  269  199 27  1 72  0  0
 0  0      0  49816   9308 277840    0    0     0     0  267  205 28  0 72  0  0
 0  0      0  49816   9308 277840    0    0     0     0  252  136  1  1 98  0  0
 0  0      0  49816   9308 277840    0    0     0     0  258  142  1  0 99  0  0
 0  0      0  49816   9308 277840    0    0     0     0  255  141  2  0 98  0  0
 0  0      0  49816   9308 277840    0    0     0     0  256  144 16  0 84  0  0
 0  0      0  49816   9308 277840    0    0     0     0  256  131  7  0 93  0  0
 0  0      0  49816   9308 277840    0    0     0     0  255  142  2  0 98  0  0
 0  0      0  49816   9308 277840    0    0     0     0  252  141  0  0 100  0  0
 0  0      0  49816   9308 277840    0    0     0     0  262  141 18  1 81  0  0
 0  0      0  49816   9308 277840    0    0     0     0  252  133  1  0 99  0  0
 0  0      0  49816   9308 277840    0    0     0     0  280  260 52  0 48  0  0
 0  0      0  49816   9308 277840    0    0     0     0  253  136  1  0 99  0  0
 0  0      0  49792   9308 277840    0    0     0     0  332  650  1  1 98  0  0
 0  0      0  49816   9308 277840    0    0     0     0  334  930  4  2 94  0  0
 1  0      0  49816   9308 277840    0    0     0     0  261  135 15  0 85  0  0
 0  0      0  49816   9308 277840    0    0     0     0  259  132  9  0 91  0  0
 0  0      0  49816   9308 277840    0    0     0     0  254  135  1  0 99  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0  0      0  49816   9308 277840    0    0     0     0  251  128  2  0 98  0  0
 1  0      0  49816   9308 277840    0    0     0     0  258  141 13  2 85  0  0
 0  0      0  49816   9308 277840    0    0     0     0  258  131  3  1 96  0  0
 7  0      0  49816   9308 277840    0    0     0     0  271  218 31  0 69  0  0
 0  0      0  49816   9308 277840    0    0     0     0  264  179 22  0 78  0  0
 0  0      0  49816   9308 277840    0    0     0     0  254  138  0  0 100  0  0
 0  0      0  49816   9308 277840    0    0     0     0  250  139  2  1 97  0  0
 0  0      0  49816   9308 277840    0    0     0     0  260  139  6  0 94  0  0
 0  0      0  49692   9364 278460    0    0   296     0  274  163 16  1 83  0  0
 0  0      0  49692   9364 278460    0    0     0     0  256  135  1  0 99  0  0
 0  0      0  49692   9364 278460    0    0     0     0  253  133  0  0 100  0  0
 0  0      0  49692   9364 278460    0    0     0     0  264  135  6  1 93  0  0
 0  0      0  49692   9364 278464    0    0     0     0  255  132  7  0 93  0  0
 0  0      0  49692   9364 278464    0    0     0     0  254  151  1  0 99  0  0
 0  0      0  49692   9364 278464    0    0     0     0  280  257 52  0 48  0  0
 0  0      0  49692   9364 278464    0    0     0     0  255  132  2  1 97  0  0
 0  0      0  49692   9364 278464    0    0     0     0  253  133  1  0 99  0  0
 0  0      0  49692   9364 278464    0    0     0     0  255  138 11  0 89  0  0
 0  0      0  49692   9364 278464    0    0     0     0  252  139 15  0 85  0  0
 0  0      0  49692   9364 278464    0    0     0     0  254  135  2  0 98  0  0
 1  0      0  49692   9364 278464    0    0     0     0  253  133  1  0 99  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0  0      0  49692   9364 278464    0    0     0     0  256  135 11  0 89  0  0
 0  0      0  49692   9364 278464    0    0     0     0  257  146  6  0 94  0  0
 0  0      0  49692   9364 278464    0    0     0     0  256  137  1  1 98  0  0
 7  0      0  49692   9364 278464    0    0     0     0  274  221 38  0 62  0  0
 0  0      0  49692   9364 278464    0    0     0     0  267  173 18  0 82  0  0
 0  0      0  49692   9364 278464    0    0     0     0  254  136  1  0 99  0  0
 0  0      0  49692   9364 278464    0    0     0     0  261  140  9  1 90  0  0
 0  0      0  49692   9364 278464    0    0     0     0  258  131 18  0 82  0  0
 0  0      0  49692   9364 278464    0    0     0     0  255  139  1  0 99  0  0
 0  0      0  49692   9364 278464    0    0     0     0  256  135  1  1 98  0  0
 0  0      0  49692   9364 278464    0    0     0     0  259  148  9  0 91  0  0
 0  0      0  49692   9364 278464    0    0     0     0  259  129  9  0 91  0  0
 0  0      0  49692   9364 278464    0    0     0     0  255  138  1  0 99  0  0
 1  0      0  49692   9364 278464    0    0     0     0  253  133  2  0 98  0  0
 0  0      0  49692   9364 278464    0    0     0     0  291  256 52  1 47  0  0
 0  0      0  49692   9364 278464    0    0     0     0  255  131  1  0 99  0  0
 0  0      0  49692   9364 278464    0    0     0     0  258  137  8  0 92  0  0
 0  0      0  49692   9364 278464    0    0     0     0  259  136 16  0 84  0  0
 0  0      0  49692   9364 278464    0    0     0     0  622 2229  1  1 98  0  0
 0  0      0  49692   9364 278464    0    0     0     0  338 2014  6  1 93  0  0
 0  0      0  48080   9364 278464    0    0     0     0  301 1258 10  1 89  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0  0      0  48080   9364 278464    0    0     0     0  254  140  7  0 93  0  0
 0  0      0  48080   9364 278464    0    0     0     0  254  147  0  1 99  0  0
 0  0      0  48080   9364 278464    0    0     0     0  252  137  0  0 100  0  0
 6  0      0  48080   9364 278464    0    0     0     0  278  241 47  1 52  0  0
 0  0      0  48080   9364 278464    0    0     0     0  257  170 12  0 88  0  0
 1  0      0  48080   9364 278464    0    0     0     0  255  147  5  0 95  0  0
 1  0      0  48080   9364 278464    0    0     0     0  261  141 19  1 80  0  0
 0  0      0  48080   9364 278464    0    0     0     0  256  145  5  0 95  0  0
 0  0      0  48080   9364 278464    0    0     0     0  252  142  0  0 100  0  0
 0  0      0  48080   9364 278464    0    0     0     0  259  145  9  0 91  0  0
 0  0      0  48080   9364 278464    0    0     0     0  258  138  7  1 92  0  0
 0  0      0  48080   9364 278464    0    0     0     0  254  146  1  0 99  0  0
 0  0      0  48080   9364 278464    0    0     0     0  252  142  2  0 98  0  0
 0  0      0  48080   9364 278464    0    0     0     0  259  143 11  1 88  0  0
 0  0      0  48080   9364 278464    0    0     0     0  274  244 43  0 57  0  0
 0  0      0  48080   9364 278464    0    0     0     0  254  143  0  0 100  0  0
 0  0      0  48080   9364 278464    0    0     0     0  261  143 13  0 87  0  0
 0  0      0  48080   9364 278468    0    0     0     0  260  144  9  0 91  0  0
 0  0      0  48080   9364 278468    0    0     0     0  251  141  1  0 99  0  0
 0  0      0  48080   9364 278468    0    0     0     0  258  144  6  1 93  0  0
 0  0      0  48080   9364 278468    0    0     0     0  259  139  8  0 92  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0  0      0  48080   9364 278468    0    0     0     0  256  144  1  0 99  0  0
 2  0      0  48080   9364 278468    0    0     0     0  252  140  0  1 99  0  0
 0  0      0  48080   9364 278468    0    0     0     0  258  149  7  0 93  0  0
 0  0      0  48080   9364 278468    0    0     0     0  279  250 45  0 55  0  0
 0  0      0  48080   9364 278468    0    0     0     0  255  138  1  1 98  0  0
 0  0      0  48080   9364 278468    0    0     0     0  260  140 18  0 82  0  0
 0  0      0  48080   9364 278468    0    0     0     0  260  140  8  1 91  0  0
 0  0      0  48080   9364 278468    0    0     0     0  252  143  1  0 99  0  0
 0  0      0  48080   9364 278468    0    0     0     0  257  142  8  1 91  0  0
 0  0      0  48080   9364 278468    0    0     0     0  255  138  7  0 93  0  0
 0  0      0  48080   9364 278468    0    0     0     0  255  153  1  0 99  0  0
 0  0      0  48080   9364 278468    0    0     0     0  250  143  0  1 99  0  0
 1  0      0  48080   9364 278468    0    0     0     0  260  148  4  0 96  0  0
 6  0      0  48080   9364 278468    0    0     0     0  262  161 14  1 85  0  0
 0  0      0  48080   9364 278468    0    0     0     0  269  230 38  0 63  0  0
 0  0      0  48080   9364 278468    0    0     0     0  262  142 15  0 85  0  0
 0  0      0  48080   9364 278468    0    0     0     0  257  147  8  0 92  0  0
 0  0      0  48080   9364 278468    0    0     0     0  252  138  0  0 100  0  0
 0  0      0  48080   9364 278468    0    0     0     0  258  151  8  0 92  0  0
 0  0      0  48080   9364 278468    0    0     0     0  257  141  6  1 93  0  0
 0  0      0  48080   9364 278468    0    0     0     0  254  143  0  0 100  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0  0      0  48080   9364 278468    0    0     0     0  252  137  1  0 99  0  0
 0  0      0  48080   9364 278468    0    0     0     0  254  147  0  0 100  0  0
 0  0      0  48080   9364 278468    0    0     0     0  255  140  7  1 92  0  0
 0  0      0  48080   9364 278468    0    0     0     0  280  251 44  0 56  0  0
 0  0      0  48080   9364 278468    0    0     0     0  258  138 16  0 84  0  0
 0  0      0  48080   9364 278468    0    0     0     0  257  148  8  1 91  0  0
 0  0      0  48080   9364 278468    0    0     0     0  252  140  1  0 99  0  0
 0  0      0  48080   9364 278468    0    0     0     0  259  182  6  0 94  0  0
 0  0      0  48080   9364 278468    0    0     0     0  259  135  7  0 93  0  0
 0  0      0  48080   9364 278468    0    0     0     0  256  145  0  0 100  0  0
 0  0      0  48080   9364 278468    0    0     0     0  253  141  0  1 99  0  0
 0  0      0  48080   9364 278468    0    0     0     0  254  150  1  0 99  0  0
 0  0      0  48080   9364 278468    0    0     0     0  255  140 11  1 88  0  0
 6  0      0  48080   9364 278468    0    0     0     0  264  206 26  0 74  0  0
 0  0      0  48080   9364 278468    0    0     0     0  267  180 31  0 69  0  0
 0  0      0  48080   9364 278468    0    0     0     0  260  145 10  0 90  0  0
 0  0      0  48080   9364 278468    0    0     0     0  254  139  2  0 98  0  0
 0  0      0  48080   9364 278468    0    0     0     0  260  147 11  0 89  0  0
 0  0      0  48080   9364 278468    0    0     0     0  256  140  8  0 92  0  0
 0  0      0  48080   9364 278468    0    0     0     0  253  137  1  1 98  0  0
 0  0      0  48080   9364 278468    0    0     0     0  253  150  1  1 98  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0  0      0  48080   9364 278472    0    0     0     0  253  143  1  0 99  0  0
 0  0      0  48080   9364 278472    0    0     0     0  257  150  6  0 94  0  0
 0  0      0  48080   9364 278472    0    0     0     0  255  141  2  0 98  0  0
 0  0      0  48080   9364 278472    0    0     0     0  288  264 58  0 42  0  0
 0  0      0  48080   9364 278472    0    0     0     0  257  135  9  1 89  0  0
 0  0      0  48080   9364 278472    0    0     0     0  257  149  1  0 99  0  0
 0  0      0  48080   9364 278472    0    0     0     0  256  139  9  0 91  0  0
 0  0      0  48080   9364 278472    0    0     0     0  259  145  7  0 93  0  0
 0  0      0  48080   9364 278472    0    0     0     0  252  134  0  0 100  0  0
 0  0      0  48080   9364 278472    0    0     0     0  254  148  0  1 99  0  0
 1  0      0  48080   9364 278472    0    0     0     0  255  136  1  0 99  0  0
 0  0      0  48080   9364 278472    0    0     0     0  261  149  9  0 91  0  0
 0  0      0  48080   9364 278472    0    0     0     0  252  140  2  0 98  0  0
 8  0      0  48080   9364 278472    0    0     0     0  279  257 47  0 53  0  0
 0  0      0  48080   9364 278472    0    0     0     0  259  171 19  0 81  0  0
 0  0      0  48080   9364 278472    0    0     0     0  254  150  2  1 96  1  0
 0  0      0  48080   9364 278472    0    0     0     0  257  141  7  0 93  0  0
 0  0      0  48080   9364 278472    0    0     0     0  257  148  7  0 93  0  0
 0  0      0  48080   9364 278472    0    0     0     0  254  136  2  0 98  0  0
 0  0      0  48080   9364 278472    0    0     0     0  255  146  1  0 99  0  0
 0  0      0  48080   9364 278472    0    0     0     0  256  141  1  1 98  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0  0      0  48080   9364 278472    0    0     0     0  258  151 11  0 89  0  0
 0  0      0  48080   9364 278472    0    0     0     0  253  139  1  1 98  0  0
 0  0      0  48080   9364 278472    0    0     0     0  255  144  2  0 98  0  0
 0  0      0  48080   9364 278472    0    0     0     0  289  281 66  0 34  0  0
 0  0      0  48080   9364 278472    0    0     0     0  255  143  2  0 98  0  0
 0  0      0  48080   9364 278472    0    0     0     0  257  143  7  0 93  0  0
 0  0      0  48080   9364 278472    0    0     0     0  261  144  7  1 92  0  0
 0  0      0  48080   9364 278472    0    0     0     0  253  146  0  0 100  0  0
 0  0      0  48080   9364 278472    0    0     0     0  254  145  1  0 99  0  0
 0  0      0  48080   9364 278472    0    0     0     0  245  139  2  0 98  0  0
 0  0      0  48080   9364 278472    0    0     0     0  260  146  6  0 94  0  0
 0  0      0  48080   9364 278472    0    0     0     0  252  140  2  0 98  0  0
 0  0      0  48080   9364 278472    0    0     0     0  254  146  1  0 99  0  0
 8  0      0  48080   9364 278472    0    0     0     0  290  244 50  1 49  0  0
 0  0      0  48080   9364 278472    0    0     0     0  262  185 18  1 81  0  0
 1  0      0  48080   9364 278472    0    0     0     0  257  140  6  0 94  0  0
 0  0      0  48080   9364 278472    0    0     0     0  256  150 11  0 89  0  0
 0  0      0  48080   9364 278472    0    0     0     0  252  139  2  0 98  0  0
 0  0      0  48080   9364 278472    0    0     0     0  256  146  1  0 99  0  0
 0  0      0  48080   9364 278472    0    0     0     0  248  141  1  1 98  0  0
 0  0      0  48080   9364 278472    0    0     0     0  257  152 10  1 89  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0  0      0  48080   9364 278472    0    0     0     0  255  136  2  0 98  0  0
 0  0      0  48080   9364 278472    0    0     0     0  255  144  0  1 99  0  0
 0  0      0  48080   9364 278472    0    0     0     0  255  144  7  0 93  0  0
 0  0      0  47956   9364 278476    0    0     0     0  286  300 63  0 38  0  0
 0  0      0  47956   9364 278476    0    0     0     0  253  154  0  0 100  0  0
 0  0      0  47956   9364 278476    0    0     0     0  261  148 14  1 85  0  0
 0  0      0  47956   9364 278476    0    0     0     0  252  138  1  0 99  0  0
 0  0      0  47956   9364 278476    0    0     0     0  254  146  2  0 98  0  0
 0  0      0  47956   9364 278476    0    0     0     0  252  143  1  0 99  0  0
 0  0      0  47956   9364 278476    0    0     0     0  258  147  9  1 90  0  0
 0  0      0  47956   9364 278476    0    0     0     0  253  139  1  0 99  0  0
 0  0      0  47956   9364 278476    0    0     0     0  254  146  1  1 98  0  0
 0  0      0  47956   9364 278476    0    0     0     0  256  138  7  0 93  0  0
 8  0      0  47956   9364 278476    0    0     0     0  270  215 30  1 69  0  0
 0  0      0  47956   9364 278476    0    0     0     0  276  213 30  1 69  0  0
 0  0      0  47956   9364 278476    0    0     0     0  262  143 18  0 82  0  0
 0  0      0  47956   9364 278476    0    0     0     0  253  145  1  0 99  0  0
 0  0      0  47956   9364 278476    0    0     0     0  254  142  0  1 99  0  0
 0  0      0  47956   9364 278476    0    0     0     0  254  143  2  0 98  0  0
 0  0      0  47956   9364 278476    0    0     0     0  257  149  6  0 94  0  0
 0  0      0  47956   9364 278476    0    0     0     0  252  141  2  0 98  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0  0      0  47956   9364 278476    0    0     0     0  255  144  2  0 98  0  0
 0  0      0  47956   9364 278476    0    0     0     0  258  143  7  1 91  0  0
 0  0      0  47956   9364 278476    0    0     0     0  255  145  1  0 99  0  0
 0  0      0  47956   9364 278476    0    0     0     0  279  285 61  0 39  0  0
 1  0      0  47956   9364 278476    0    0     0     0  262  145 11  0 89  0  0
 0  0      0  47956   9364 278476    0    0     0     0  256  139  7  1 92  0  0
 1  0      0  47956   9364 278476    0    0     0     0  255  146  1  0 99  0  0
 0  0      0  47956   9364 278476    0    0     0     0  252  138  1  1 98  0  0
 0  0      0  47956   9364 278476    0    0     0     0  257  147  8  0 92  0  0
 0  0      0  47956   9364 278476    0    0     0     0  253  138  1  0 99  0  0
 0  0      0  47956   9364 278476    0    0     0     0  255  147  1  0 99  0  0
 0  0      0  47956   9364 278476    0    0     0     0  255  145  8  0 92  0  0
 0  0      0  47956   9364 278476    0    0     0     0  255  144  0  1 99  0  0
 8  0      0  47956   9364 278476    0    0     0     0  264  186 21  0 79  0  0
 0  0      0  47956   9364 278476    0    0     0     0  278  251 46  0 54  0  0
 0  0      0  47956   9364 278476    0    0     0     0  256  136  9  0 91  0  0
 0  0      0  47956   9364 278476    0    0     0     0  255  145  2  0 98  0  0
 0  0      0  47956   9364 278476    0    0     0     0  255  142  0  1 99  0  0
 0  0      0  47956   9364 278476    0    0     0     0  256  152  7  0 93  0  0
 0  0      0  47956   9364 278476    0    0     0     0  254  135  2  1 97  0  0
 0  0      0  47956   9364 278476    0    0     0     0  255  144  0  0 100  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0  0      0  47956   9364 278476    0    0     0     0  255  145  8  0 92  0  0
 0  0      0  47956   9364 278476    0    0     0     0  250  141  1  1 98  0  0
 0  0      0  47956   9364 278476    0    0     0     0  252  142  0  0 100  0  0
 0  0      0  47956   9364 278476    0    0     0     0  293  287 63  0 37  0  0
 0  0      0  47956   9364 278476    0    0     0     0  257  142  7  0 93  0  0
 0  0      0  47956   9364 278476    0    0     0     0  255  143  0  0 100  0  0
 0  0      0  47956   9364 278476    0    0     0     0  252  140  1  0 99  0  0
 0  0      0  47956   9364 278480    0    0     0     0  259  147  9  0 91  0  0
 0  0      0  47956   9364 278480    0    0     0     0  253  138  1  1 98  0  0
 0  0      0  47956   9364 278480    0    0     0     0  253  151  2  0 98  0  0
 0  0      0  47956   9364 278480    0    0     0     0  256  142  7  0 93  0  0
 0  0      0  47956   9364 278480    0    0     0     0  254  141  1  1 98  0  0
 0  0      0  47956   9364 278480    0    0     0     0  254  140  1  0 99  0  0
 8  0      0  47956   9364 278480    0    0     0     0  274  171 19  0 81  0  0
 0  0      0  47956   9364 278480    0    0     0     0  277  263 54  0 46  0  0
 0  0      0  47956   9364 278480    0    0     0     0  254  140  0  0 100  0  0
 0  0      0  47956   9364 278480    0    0     0     0  256  138  2  1 97  0  0
 0  0      0  47956   9364 278480    0    0     0     0  259  152  7  0 93  0  0
 0  0      0  47956   9364 278480    0    0     0     0  253  136  2  0 98  0  0
 0  0      0  47956   9364 278480    0    0     0     0  256  145  2  0 98  0  0
