procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0  0      0  53772   3208 254788    0    0     0     0  254  146  0  1 99  0  0
 0  0      0  53772   3208 254788    0    0     0     0  254  140  2  0 98  0  0
 0  0      0  53772   3208 254788    0    0     0     0  255  143  2  1 97  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0  0      0  53772   3208 254788    0    0     0     0  255  139  1  1 98  0  0
 0  0      0  53772   3208 254788    0    0     0     0  256  146  0  0 100  0  0
 0  0      0  53772   3208 254788    0    0     0     0  251  138  2  0 98  0  0
 0  0      0  53772   3208 254792    0    0     0     0  254  145  0  1 99  0  0
11  0      0  53772   3208 254792    0    0     0     0  302  326 85  0 15  0  0
 0  0      0  53772   3208 254792    0    0     0     0  264  198 23  0 77  0  0
 0  0      0  53772   3208 254792    0    0     0     0  253  141  2  1 97  0  0
 0  0      0  53772   3208 254792    0    0     0     0  255  148  1  0 99  0  0
 0  0      0  53772   3208 254792    0    0     0     0  252  140  0  1 99  0  0
 0  0      0  53772   3208 254792    0    0     0     0  255  146  2  0 98  0  0
 0  0      0  53772   3208 254792    0    0     0     0  253  142  2  0 98  0  0
 0  0      0  53772   3208 254792    0    0     0     0  254  147  1  0 99  0  0
 0  0      0  53772   3208 254792    0    0     0     0  253  142  2  1 97  0  0
 0  0      0  53772   3208 254792    0    0     0     0  256  145  1  0 99  0  0
 0  0      0  53028   3392 255388    0    0   542     0  284  290 28  2 70  0  0
 0  0      0  53028   3392 255412    0    0     0     0  298  325 77  0 23  0  0
 0  0      0  52780   3464 255600    0    0   208     0  265  246  1  2 97  0  0
 0  0      0  52780   3464 255600    0    0     0     0  256  149  2  0 98  0  0
 0  0      0  52780   3464 255600    0    0     0     0  252  141  0  0 100  0  0
 0  0      0  52780   3464 255600    0    0     0     0  251  145  0  1 99  0  0
 0  0      0  52780   3464 255600    0    0     0     0  253  144  2  0 98  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0  0      0  52780   3464 255600    0    0     0     0  256  143  1  1 98  0  0
 0  0      0  52780   3464 255600    0    0     0     0  252  140  2  0 98  0  0
 0  0      0  52780   3464 255600    0    0     0     0  256  153  1  0 99  0  0
 1  0      0  52780   3464 255600    0    0     0     0  270  192 27  0 73  0  0
10  0      0  52780   3464 255600    0    0     0     0  278  193 29  0 71  0  0
 0  0      0  52780   3464 255600    0    0     0     0  270  269 56  0 44  0  0
 0  0      0  52780   3464 255600    0    0     0     0  255  146  1  0 99  0  0
 0  0      0  52780   3464 255600    0    0     0     0  254  140  2  0 98  0  0
 0  0      0  52780   3464 255600    0    0     0     0  255  142  2  0 98  0  0
 0  0      0  52780   3464 255600    0    0     0     0  254  136  1  1 98  0  0
 0  0      0  52780   3464 255600    0    0     0     0  254  150  1  0 99  0  0
 0  0      0  52780   3464 255600    0    0     0     0  252  141  2  0 98  0  0
 0  0      0  52780   3464 255600    0    0     0     0  254  147  1  0 99  0  0
 0  0      0  52780   3464 255600    0    0     0     0  265  186 22  0 78  0  0
 0  0      0  52780   3464 255600    0    0     0     0  266  143 16  0 84  0  0
10  0      0  52780   3464 255600    0    0     0     0  283  264 54  0 46  0  0
 0  0      0  52780   3464 255600    0    0     0     0  263  189 20  0 80  0  0
 0  0      0  50972   3884 256992    0    0  1233     0  272  293  0  4 96  0  0
 0  0      0  54452   2816 254432    0    0  8722     0  452 2068  2 24 70  4  0
 0  0      0  54452   2816 254432    0    0     0     0  252  156  0  0 100  0  0
 0  0      0  54452   2816 254432    0    0     0     0  254  143  0  1 99  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0  0      0  54452   2816 254432    0    0     0     0  252  141  1  0 99  0  0
 0  0      0  54452   2816 254432    0    0     0     0  256  150  1  0 99  0  0
 3  0      0  54452   2816 254432    0    0     0     0  265  189 22  0 78  0  0
 0  0      0  54452   2816 254432    0    0     0     0  262  152 18  0 82  0  0
 0  0      0  54452   2816 254432    0    0     0     0  252  139  0  1 99  0  0
 0  0      0  54452   2816 254432    0    0     0     0  298  324 70  0 30  0  0
 0  0      0  54452   2816 254432    0    0     0     0  254  142  1  0 99  0  0
 0  0      0  54452   2816 254432    0    0     0     0  255  137  2  0 98  0  0
 0  0      0  54452   2816 254436    0    0     0     0  253  138  1  1 98  0  0
 0  0      0  54452   2816 254436    0    0     0     0  255  147  2  0 98  0  0
 0  0      0  54452   2816 254436    0    0     0     0  252  138  2  0 98  0  0
 0  0      0  54452   2816 254436    0    0     0     0  254  144  1  1 98  0  0
 3  0      0  54452   2816 254436    0    0     0     0  255  140  3  0 97  0  0
 0  0      0  54452   2816 254436    0    0     0     0  265  202 36  1 61  1  0
 0  0      0  54452   2816 254436    0    0     0     0  253  146  1  1 98  0  0
10  0      0  54452   2816 254436    0    0     0     0  266  194 21  0 79  0  0
 0  0      0  54452   2816 254436    0    0     0     0  276  268 52  0 48  0  0
 0  0      0  54452   2816 254436    0    0     0     0  252  135  1  0 99  0  0
 0  0      0  54452   2816 254436    0    0     0     0  255  147  0  0 100  0  0
 0  0      0  54452   2816 254436    0    0     0     0  253  137  1  0 99  0  0
 0  0      0  54452   2816 254436    0    0     0     0  254  144  1  0 99  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0  0      0  54452   2816 254436    0    0     0     0  252  145  0  1 99  0  0
 0  0      0  54452   2816 254436    0    0     0     0  254  148  2  0 98  0  0
 1  0      0  54452   2816 254436    0    0     0     0  270  205 38  0 63  0  0
 0  0      0  54452   2816 254436    0    0     0     0  254  143  2  0 98  0  0
 0  0      0  52592   3112 255936    0    0  1149     0  279  304  3  3 94  0  0
10  0      0  48316   3656 259540    0    0  1897     0  347 1222 60  8 32  0  0
 0  0      0  48316   3656 259540    0    0     0     0  261  179 17  0 83  0  0
 0  0      0  48316   3656 259540    0    0     0     0  255  146  2  1 97  0  0
 0  0      0  48316   3656 259540    0    0     0     0  254  141  2  0 98  0  0
 0  0      0  48316   3656 259540    0    0     0     0  253  152  1  0 99  0  0
 0  0      0  48316   3656 259540    0    0     0     0  253  142  2  0 98  0  0
 0  0      0  55564   3660 252188    0    0  1276     0  283  316  1  6 93  0  0
 1  0      0  55580   3660 252148    0    0     0     0  268  208 34  0 66  0  0
 0  0      0  55456   3660 252148    0    0     0     0  258  155  3  0 97  0  0
 0  0      0  55456   3660 252148    0    0     0     0  247  140  1  1 98  0  0
 0  0      0  55456   3660 252148    0    0     0     0  256  147  2  0 98  0  0
 0  0      0  55456   3660 252148    0    0     0     0  293  313 72  1 27  0  0
 0  0      0  55456   3660 252148    0    0     0     0  258  143  2  0 98  0  0
 0  0      0  55456   3660 252148    0    0     0     0  251  144  0  1 99  0  0
 0  0      0  55456   3660 252148    0    0     0     0  256  146  2  0 98  0  0
 0  0      0  55456   3660 252148    0    0     0     0  253  143  2  0 98  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0  0      0  55456   3660 252148    0    0     0     0  251  149  1  1 98  0  0
 0  0      0  55456   3660 252148    0    0     0     0  271  207 29  1 70  0  0
 0  0      0  55456   3660 252148    0    0     0     0  261  145  9  0 91  0  0
 0  0      0  55456   3660 252148    0    0     0     0  255  144  1  0 99  0  0
 0  0      0  55456   3660 252148    0    0     0     0  257  144  2  0 98  0  0
 9  0      0  55456   3660 252148    0    0     0     0  275  211 32  0 68  0  0
 0  0      0  55456   3660 252148    0    0     0     0  280  240 39  1 60  0  0
 0  0      0  55456   3660 252148    0    0     0     0  253  140  1  0 99  0  0
 0  0      0  55456   3660 252148    0    0     0     0  256  148  1  0 99  0  0
 0  0      0  55456   3660 252148    0    0     0     0  253  145  0  0 100  0  0
 0  0      0  55456   3660 252148    0    0     0     0  258  143  2  0 98  0  0
 4  0      0  55456   3660 252148    0    0     0     0  260  161  9  1 90  0  0
 0  0      0  55456   3660 252152    0    0     0     0  266  207 29  0 71  0  0
 0  0      0  55456   3660 252152    0    0     0     0  255  170  1  1 98  0  0
 0  0      0  54644   3704 252996    0    0   170     0  274 1052  3  2 95  0  0
 0  0      0  54644   3704 252996    0    0     0     0  252  143  9  0 91  0  0
 3  0      0  54644   3704 252996    0    0     0     0  292  305 65  1 34  0  0
 0  0      0  54644   3704 252996    0    0     0     0  253  135  2  0 98  0  0
 0  0      0  55828   3368 252048    0    0  8155     0  562 1267  2 28 69  0  0
 0  0      0  53604   3704 254592    0    0 15268     0  655 3180  2 46 51  1  0
 1  0      0  59500   4152 256916    0    0  1646     0  348 1074  3  5 92  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0      0  49828   5592 261752    0    0  3872     0  641 3239  3 14 83  0  0
 0  0      0  54044   4012 253732    0    0   594     0  342 1284 40  2 58  0  0
 0  0      0  54044   4012 253764    0    0     0     0  253  137  2  0 98  0  0
 0  0      0  54044   4012 253764    0    0     0     0  255  149  1  0 99  0  0
 0  0      0  54044   4012 253764    0    0     0     0  255  142  9  1 89  0  0
 9  0      0  54044   4012 253764    0    0     0     0  264  153  8  0 92  0  0
 0  0      0  54044   4012 253764    0    0     0     0  278  274 56  0 44  0  0
 0  0      0  54044   4012 253764    0    0     0     0  254  142  1  1 98  0  0
 0  0      0  54044   4012 253764    0    0     0     0  252  141  1  0 99  0  0
 0  0      0  54044   4012 253764    0    0     0     0  254  143  0  0 100  0  0
 1  0      0  53548   4088 254052    0    0   356     0  263  188  1  2 97  0  0
 0  0      0  50572   4600 256644    0    0  1472     0  301  401 34  4 61  0  0
 0  0      0  50572   4600 256644    0    0     0     0  252  139  0  0 100  0  0
 0  0      0  50324   4644 256860    0    0   154     0  258  163  1  1 98  0  0
 0  0      0  50324   4644 256864    0    0     0     0  256  140  8  0 92  0  0
 0  0      0  50324   4644 256864    0    0     0     0  254  144  1  0 99  0  0
 8  0      0  50324   4644 256864    0    0     0     0  285  265 57  0 43  0  0
 0  0      0  50324   4644 256864    0    0     0     0  259  161 11  0 89  0  0
 0  0      0  50324   4644 256864    0    0     0     0  252  145  1  0 99  0  0
 0  0      0  50324   4644 256864    0    0     0     0  257  144  1  1 98  0  0
 0  0      0  50324   4644 256864    0    0     0     0  253  139  1  0 99  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 4  0      0  50324   4644 256864    0    0     0     0  274  190 25  0 75  0  0
 0  0      0  50324   4644 256864    0    0     0     0  255  160 12  0 88  0  0
 0  0      0  50324   4644 256864    0    0     0     0  254  146  1  1 98  0  0
 0  0      0  50324   4644 256864    0    0     0     0  257  142  6  0 94  0  0
 0  0      0  50324   4644 256864    0    0     0     0  256  141  1  0 99  0  0
 0  0      0  50324   4644 256864    0    0     0     0  254  142  9  0 91  0  0
 0  0      0  50324   4644 256864    0    0     0     0  291  289 56  0 44  0  0
 0  0      0  50324   4644 256864    0    0     0     0  253  139  2  0 98  0  0
 0  0      0  50324   4644 256864    0    0     0     0  252  143  0  0 100  0  0
 0  0      0  50324   4644 256864    0    0     0     0  255  138  2  0 98  0  0
 0  0      0  50076   4724 257100    0    0   253     0  273  279  7  1 91  1  0
 0  0      0  50076   4724 257100    0    0     0     0  271  203 29  0 71  0  0
 0  0      0  50076   4724 257100    0    0     0     0  257  141  2  0 98  0  0
 0  0      0  50076   4724 257100    0    0     0     0  255  142  9  0 91  0  0
 0  0      0  50076   4724 257100    0    0     0     0  256  140  1  0 99  0  0
 0  0      0  50076   4724 257100    0    0     0     0  256  141  8  1 91  0  0
 8  0      0  50076   4724 257100    0    0     0     0  284  250 45  0 55  0  0
 0  0      0  50076   4724 257104    0    0     0     0  261  179 19  0 81  0  0
 0  0      0  50076   4724 257104    0    0     0     0  255  145  2  0 98  0  0
 0  0      0  50076   4724 257104    0    0     0     0  253  138  1  0 99  0  0
 0  0      0  50076   4724 257104    0    0     0     0  261  145  8  1 91  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0  0      0  50076   4724 257104    0    0     0     0  268  206 28  0 72  0  0
 0  0      0  50076   4724 257104    0    0     0     0  256  143  2  0 98  0  0
 0  0      0  50076   4724 257104    0    0     0     0  255  140  6  0 94  0  0
 0  0      0  50076   4724 257104    0    0     0     0  254  143  0  1 99  0  0
 0  0      0  50076   4724 257104    0    0     0     0  256  139  7  0 93  0  0
 0  0      0  50076   4724 257104    0    0     0     0  254  142  1  0 99  0  0
 0  0      0  50076   4724 257104    0    0     0     0  280  282 59  0 41  0  0
 0  0      0  50076   4724 257104    0    0     0     0  256  142  1  0 99  0  0
 0  0      0  50076   4724 257104    0    0     0     0  253  140  0  0 100  0  0
 0  0      0  50076   4724 257104    0    0     0     0  258  151  8  0 92  0  0
 0  0      0  50076   4724 257104    0    0     0     0  266  211 31  1 68  0  0
 0  0      0  50076   4724 257104    0    0     0     0  254  140  2  0 98  0  0
 0  0      0  50076   4724 257104    0    0     0     0  252  144 11  0 89  0  0
 0  0      0  50076   4724 257104    0    0     0     0  256  142  1  0 99  0  0
 0  0      0  50076   4724 257104    0    0     0     0  256  144  8  0 92  0  0
 0  0      0  50076   4724 257104    0    0     0     0  254  137  1  0 99  0  0
 8  0      0  50076   4724 257104    0    0     0     0  272  223 35  0 65  0  0
 0  0      0  50076   4724 257104    0    0     0     0  267  200 23  0 77  0  0
 0  0      0  49828   4772 257264    0    0    93     0  255  161  1  1 98  0  0
 2  0      0  56348   5064 258424    0    0   936     0  277  243  2  2 96  0  0
 0  0      0  86848   5216 259024    0    0   337     0  261  220  2  2 96  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0  0      0  86864   5216 259040    0    0     0     0  254  150  1  0 99  0  0
 0  0      0  94812   5216 259040    0    0     0     0  254  154  1  1 98  0  0
 0  0      0  94820   5216 259044    0    0     0     0  258  148  1  0 99  0  0
 0  0      0 102888   5216 259044    0    0     0     0  254  160  1  0 99  0  0
 0  0      0 102888   5216 259048    0    0     0     0  249  144  1  2 97  0  0
 0  0      0 102888   5216 259048    0    0     0     0  252  139  1  0 99  0  0
 0  0      0 166744   5216 259080    0    0     0     0  262  199  2  1 97  0  0
 0  0      0 166744   5216 259080    0    0     0     0  252  139  0  0 100  0  0
 0  0      0 166744   5216 259080    0    0     0     0  254  151  2  0 98  0  0
 0  0      0 166744   5216 259080    0    0     0     0  252  138  0  0 100  0  0
 0  0      0 166744   5216 259080    0    0     0     0  256  145  2  0 98  0  0
 0  0      0 166744   5216 259080    0    0     0     0  252  141  1  1 98  0  0
 0  0      0 166744   5216 259080    0    0     0     0  254  147  1  0 99  0  0
 0  0      0 166744   5216 259080    0    0     0     0  252  135  2  0 98  0  0
 0  0      0 166744   5216 259080    0    0     0     0  254  144  2  0 98  0  0
 0  0      0 166744   5216 259080    0    0     0     0  252  140  2  0 98  0  0
 0  0      0 166744   5216 259080    0    0     0     0  255  149  0  1 99  0  0
 0  0      0 166744   5216 259080    0    0     0     0  252  136  0  0 100  0  0
 0  0      0 166744   5216 259080    0    0     0     0  254  147  1  0 99  0  0
 0  0      0 166744   5216 259080    0    0     0     0  252  139  0  1 99  0  0
 0  0      0 166744   5216 259080    0    0     0     0  254  149  2  0 98  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0  0      0 166744   5216 259084    0    0     0     0  252  139  2  0 98  0  0
 0  0      0 166744   5216 259084    0    0     0     0  254  145  0  0 100  0  0
 0  0      0 166744   5216 259084    0    0     0     0  252  141  1  0 99  0  0
 0  0      0 166744   5216 259084    0    0     0     0  254  144  0  0 100  0  0
 0  0      0 166744   5216 259084    0    0     0     0  252  144  2  0 98  0  0
 0  0      0 166744   5216 259084    0    0     0     0  255  145  1  0 99  0  0
 0  0      0 166744   5216 259084    0    0     0     0  253  141  2  0 98  0  0
 0  0      0 166744   5216 259084    0    0     0     0  256  152  2  0 98  0  0
 0  0      0 166744   5216 259084    0    0     0     0  253  139  1  1 98  0  0
 1  0      0 166744   5216 259084    0    0     0     0  257  145  0  0 100  0  0
 0  0      0 166744   5216 259084    0    0     0     0  253  141  2  0 98  0  0
 0  0      0 166744   5216 259084    0    0     0     0  256  150  1  1 98  0  0
 0  0      0 166744   5216 259084    0    0     0     0  252  139  2  0 98  0  0
 0  0      0 166744   5216 259084    0    0     0     0  252  140  2  0 98  0  0
 0  0      0 166744   5216 259084    0    0     0     0  255  146  1  0 99  0  0
 0  0      0 166744   5216 259084    0    0     0     0  254  138  2  0 98  0  0
 0  0      0 166744   5216 259084    0    0     0     0  255  145  0  0 100  0  0
 0  0      0 166744   5216 259084    0    0     0     0  254  143  1  1 98  0  0
 0  0      0 166744   5216 259084    0    0     0     0  255  146  2  0 98  0  0
 0  0      0 166744   5216 259084    0    0     0     0  252  144  0  0 100  0  0
 0  0      0 166744   5216 259084    0    0     0     0  251  145  2  0 98  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0  0      0 166744   5216 259084    0    0     0     0  252  140  1  1 98  0  0
 0  0      0 166744   5216 259084    0    0     0     0  256  146  2  0 98  0  0
 0  0      0 166744   5216 259084    0    0     0     0  254  143  1  0 99  0  0
 0  0      0 152332   7640 271104    0    0  7890     0  442 1899  3 24 73  0  0
 1  0      0 152340   7720 271380    0    0    77     0  269  570  2  1 97  0  0
 0  0      0 150356   7976 273152    0    0  1092     0  448 2505  2  5 92  0  0
