procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0      0  38708   2136 248192    0    0 39285     0 1033 5144  0 99  0  1  0
 0  2      0  42368   1400 245240    0    0 44789     0 1160 6942  0 98  0  2  0
10  0      0  38776   1952 248084    0    0 69551     0 1794 10199 25 74  0  1  0
 2  1      0  40488   1624 246884    0    0 47854     0 1479 8157 11 88  0  1  0
 3  0      0  43264   1112 244496    0    0 45778     0 1183 6030  0 99  0  1  0
 1  2      0  39696   1792 247452    0    0 59076     0 1358 6793  0 99  0  1  0
 1  1      0  41072   1584 246256    0    0 54445     0 1563 8392  0 99  0  1  0
 0  2      0  38540   2008 248396    0    0 54415     0 1522 8309 16 83  0  1  0
 1  0      0  38656   1996 248152    0    0 58168     0 1475 7898  0 99  0  1  0
 2  2      0  38300   2212 248440    0    0 40858     0 1048 5279  0 99  0  1  0
 2  0      0  39932   1704 246440    0    0 42487     0 1307 5809 38 61  0  1  0
 4  0      0  38624   2016 248296    0    0 43885     0 1119 6894  0 99  0  1  0
 1  0      0  37936   2064 248696    0    0 45884     0 1175 6053  1 97  0  2  0
 1  0      0  40244   1768 246940    0    0 50930     0 1280 7025  0 99  0  1  0
 4  0      0  40288   1628 246836    0    0 58529     0 1490 7831  6 93  0  1  0
 1  0      0  42612   1320 245044    0    0 44104     0 1187 6303 13 86  0  1  0
 0  2      0  43064   1216 244572    0    0 43252     0 1109 5553  0 98  0  2  0
 2  1      0  39836   1708 247328    0    0 47009     0 1199 6399  0 99  0  1  0
10  0      0  42192   1312 245412    0    0 51480     0 1331 7317  7 91  0  1  0
 1  0      0  37968   2140 248652    0    0 23389     0  794 3844 45 53  0  2  0
 6  0      0  38640   2076 248216    0    0 51170     0 1267 6537  0 98  0  2  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 3  0      0  40336   1808 246816    0    0 53813     0 1336 6905  1 98  0  1  0
 3  2      0  38868   2000 248000    0    0 50592     0 1319 7109  0 98  0  2  0
 3  0      0  39056   1984 247924    0    0 31477     0  842 4163 24 75  0  1  0
 0  2      0  42096   1316 245284    0    0 47412     0 1148 6468  0 99  0  1  0
 1  2      0  39400   1844 247504    0    0 42493     0 1139 6416  0 99  0  1  0
 2  0      0  41656   1608 245892    0    0 41092     0 1070 5450  0 98  0  2  0
 4  0      0  40964   1612 246348    0    0 48110     0 1225 7035  0 98  0  2  0
 1  0      0  40972   1656 246316    0    0 24516     0  801 3363 52 48  0  0  0
 2  1      0  37848   2340 248952    0    0 48545     0 1149 5702  0 99  0  1  0
 4  0      0  40884   1644 246580    0    0 46614     0 1257 5901  0 98  0  2  0
 4  0      0  47948    184 240744    0    0 66006     0 1758 9562  2 96  0  1  0
 1  0      0  37924   2268 248768    0    0 36394     0 1053 5975 21 79  0  1  0
 0  2      0  38720   2048 248060    0    0 46683     0 1215 6033  0 99  0  1  0
 3  0      0  37420   2328 249072    0    0 50624     0 1282 7062  0 98  0  2  0
 0  2      0  43732   1156 244136    0    0 50094     0 1371 6941  0 99  0  1  0
10  0      0  39212   2056 247860    0    0 25569     0  858 3252 48 53  0  0  0
 0  2      0  39660   1876 247280    0    0 37741     0 1026 5454  3 92  0  5  0
 2  0      0  43184   1420 244524    0    0 39101     0 1104 5933  1 98  0  1  0
 4  0      0  44220   1104 243840    0    0 38801     0 1079 5420  0 98  0  2  0
 1  0      0  37428   2324 249292    0    0 40418     0 1073 5641  0 99  0  1  0
 1  0      0  42084   1480 245508    0    0 35889     0 1033 6160 23 76  0  1  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0      0  37812   2308 248972    0    0 38353     0 1042 4862  1 98  0  1  0
 2  0      0  38988   1996 248112    0    0 46073     0 1210 6322  0 98  0  2  0
 1  0      0  39604   1984 247516    0    0 37536     0  998 4703  0 99  0  1  0
 1  0      0  37784   2300 249156    0    0 38633     0 1052 5180  1 98  0  1  0
 2  0      0  41384   1708 246168    0    0 21864     0  810 3523 52 47  0  1  0
 3  1      0  40448   1640 246896    0    0 45535     0 1242 6513  1 98  0  1  0
 1  0      0  38708   2112 248328    0    0 38624     0 1026 5018  1 98  0  1  0
 2  0      0  43348   1252 244512    0    0 40847     0 1133 6256  0 98  0  2  0
 4  0      0  38488   2124 248292    0    0 32931     0  945 5213 19 80  0  1  0
 1  0      0  41500   1644 245968    0    0 36615     0 1028 4889  7 92  0  1  0
 3  0      0  38508   2144 248200    0    0 38717     0 1073 5273  1 98  0  1  0
 1  2      0  40716   1748 246556    0    0 42492     0 1181 5906  0 99  0  1  0
 1  0      0  40384   1792 246708    0    0 39262     0 1085 5270  0 98  0  2  0
 1  0      0  41268   1596 246036    0    0 46398     0 1252 6051  0 99  0  1  0
 1  0      0  44236   1104 243772    0    0 22002     0  769 3556 54 46  0  0  0
 2  3      0  38664   2204 247952    0    0 40029     0 1070 5147  0 99  0  1  0
 0  3      0  39652   1876 247256    0    0 44379     0 1159 5967  0 98  0  2  0
 2  0      0  38300   2136 248680    0    0 41692     0 1138 6031  1 98  0  1  0
 1  0      0  42592   1380 245064    0    0 40557     0 1134 5481 21 78  0  1  0
 0  2      0  39876   1908 247116    0    0 41199     0 1103 5149  0 98  0  2  0
 0  2      0  37748   2336 248788    0    0 41504     0 1066 5254  0 99  0  1  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 2  0      0  38468   2092 248336    0    0 44634     0 1195 6035  0 99  0  1  0
 1  0      0  44652    928 243532    0    0 41993     0 1131 5728  1 97  0  2  0
10  0      0  41388   1692 245908    0    0 32242     0  931 4494 18 81  0  1  0
 0  2      0  40824   1728 246372    0    0 24087     0  778 3608 43 57  0  0  0
 1  0      0  42700   1388 244904    0    0 39899     0 1131 6203  0 98  0  2  0
 1  0      0  41092   1800 246272    0    0 38211     0 1034 5166  1 98  0  1  0
 4  0      0  38680   2152 248372    0    0 33533     0  964 4821 20 79  0  1  0
 0  2      0  38132   2212 248860    0    0 38936     0 1036 5149  6 93  0  1  0
 2  0      0  39328   1988 247816    0    0 36702     0  992 5291  0 99  0  1  0
 2  0      0  42564   1312 245028    0    0 45462     0 1228 5944  2 97  0  2  0
 1  0      0  41732   1572 245712    0    0 39346     0 1067 4976  0 95  0  5  0
 1  0      0  41324   1632 246124    0    0 44724     0 1201 5863  0 98  0  2  0
 8  2      0  41116   1744 246180    0    0 38217     0 1069 5926  6 93  0  1  0
 1  2      0  38056   2272 248864    0    0 17683     0  647 2522 60 39  0  1  0
 1  0      0  41760   1580 245708    0    0 41678     0 1120 5927  0 98  0  2  0
 0  3      0  38056   2268 248780    0    0 39657     0 1072 5341  0 99  0  1  0
 1  0      0  41232   1680 246104    0    0 29716     0  896 4734 24 75  0  1  0
 5  0      0  44124   1052 243840    0    0 40247     0 1114 5295  0 99  0  1  0
 3  0      0  40612   1744 246764    0    0 41085     0 1119 5868  2 96  0  2  0
 1  0      0  40844   1848 246380    0    0 39040     0 1111 5322  0 99  0  1  0
 1  0      0  40196   1852 246972    0    0 39414     0 1065 5472  2 97  0  1  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0      0  38376   2188 248568    0    0 38953     0 1056 5075  2 97  0  1  0
 2  0      0  37632   2260 249128    0    0 40643     0 1089 5509  0 98  0  2  0
 3  0      0  44268    960 243744    0    0 22331     0  764 3172 55 45  0  0  0
 1  0      0  44608    940 243628    0    0 44932     0 1227 6468  1 97  0  2  0
 1  1      0  42352   1592 245108    0    0 39193     0 1083 5554  1 98  0  1  0
 2  0      0  40600   1900 246708    0    0 32437     0  934 4467 23 76  0  1  0
 0  2      0  40020   1932 247120    0    0 39913     0 1079 5869  0 98  0  2  0
 1  0      0  39696   1860 247448    0    0 38252     0 1060 5676  0 99  0  1  0
 0  4      0  44196    952 243644    0    0 53114     0 1426 7714  1 97  0  2  0
 3  0      0  40296   1780 247004    0    0 52035     0 1361 7671  0 99  0  1  0
 4  0      0  40840   1644 246608    0    0 49355     0 1312 7155  1 98  0  2  0
 5  0      0  38240   2116 248344    0    0 25375     0  859 3896 52 48  0  0  0
 2  1      0  44216   1132 243808    0    0 40497     0 1083 5333  1 97  0  2  0
 1  2      0  42336   1384 245320    0    0 39263     0 1080 5692  1 98  0  1  0
 2  0      0  39508   1992 247540    0    0 31072     0  872 4169 26 73  0  1  0
 1  0      0  39496   1908 247620    0    0 37991     0 1031 5299  2 97  0  1  0
 2  0      0  45032    852 243372    0    0 40728     0 1092 5186  0 98  0  2  0
 1  0      0  38784   2036 248384    0    0 40091     0 1083 5328  1 98  0  1  0
 1  0      0  37824   2312 248756    0    0 38434     0 1078 5262  1 92  6  2  0
 3  0      0  41124   1668 246108    0    0 41592     0 1126 5900  1 97  0  2  0
 2  0      0  37960   2296 248740    0    0 37714     0 1016 4717  1 97  0  2  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 8  0      0  38100   2156 248740    0    0 21607     0  749 2962 51 49  0  0  0
 1  1      0  43024   1300 244808    0    0 41013     0 1151 6020  7 91  0  2  0
 6  0      0  43324   1300 244576    0    0 41625     0 1109 5685 12 87  0  1  0
 2  0      0  38616   2048 248308    0    0 34243     0  997 5732 12 87  0  1  0
 1  1      0  37644   2332 249016    0    0 40713     0 1115 5759  0 98  0  2  0
 0  2      0  42300   1464 245312    0    0 43709     0 1166 5507  1 97  0  2  0
 1  0      0  43680   1140 244276    0    0 48622     0 1280 6642  0 98  0  2  0
 3  1      0  43284   1200 244472    0    0 46357     0 1283 6573  0 99  0  1  0
 1  0      0  39912   1828 247276    0    0 43154     0 1168 5939  0 98  0  2  0
11  0      0  39360   2016 247696    0    0 38573     0 1120 5663 29 70  0  1  0
 3  0      0  41216   1600 246000    0    0 38466     0 1074 5141 21 78  0  1  0
 4  0      0  41544   1592 245752    0    0 43340     0 1227 5664 20 79  0  1  0
 0  2      0  39164   1948 247932    0    0 39779     0 1000 5134  0 99  0  1  0
 1  2      0  42760   1304 244856    0    0 48375     0 1288 6927  0 98  0  2  0
 2  0      0  45052    856 243140    0    0 47147     0 1254 5903  1 98  0  1  0
 0  2      0  42644   1240 245024    0    0 46549     0 1252 6637  0 98  0  2  0
 1  0      0  38924   2092 248008    0    0 38344     0 1027 5781  0 99  0  1  0
 2  0      0  43384   1120 244624    0    0 43220     0 1166 5478  1 97  0  2  0
10  0      0  43100   1356 244456    0    0 37931     0 1213 5458 32 67  0  1  0
 2  0      0  42924   1252 244828    0    0 38570     0 1080 5134 16 82  0  2  0
 4  0      0  41460   1580 246072    0    0 31094     0  896 4350 24 75  0  1  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0      0  38304   2180 248520    0    0 39699     0 1097 5849  1 98  0  1  0
 3  0      0  44032   1188 243724    0    0 40593     0 1102 5282  0 98  0  2  0
 2  0      0  43240   1352 244648    0    0 40020     0 1098 5141  0 99  0  1  0
 1  2      0  47184    480 241316    0    0 43911     0 1181 6068  1 97  0  2  0
 2  0      0  40560   1812 246664    0    0 40215     0 1128 5440  1 98  0  1  0
 1  0      0  41748   1480 245636    0    0 45649     0 1210 5981  0 98  0  2  0
 2  0      0  43116   1232 244756    0    0 44955     0 1192 6028  0 99  0  1  0
 2  0      0  41836   1440 245652    0    0 15646     0  621 2501 59 40  0  1  0
 2  1      0  40344   1952 246752    0    0 40013     0 1091 5834  0 99  0  1  0
 1  0      0  41832   1528 245844    0    0 31061     0  879 3914 25 74  0  1  0
 1  0      0  40092   1860 246956    0    0 40538     0 1133 5412  1 98  0  1  0
 1  2      0  43168   1228 244664    0    0 44044     0 1200 5726  0 98  0  2  0
 1  0      0  41020   1736 246436    0    0 38863     0 1056 4920  2 97  0  1  0
 2  2      0  43248   1308 244384    0    0 38947     0 1067 5602  0 98  0  2  0
 0  0      0  44088   1116 243928    0    0 37239     0 1042 5315  1 98  0  1  0
 2  0      0  42892   1268 244944    0    0 42850     0 1077 5713  0 98  0  2  0
 2  0      0  39388   1892 247672    0    0 38534     0 1016 5719  2 97  0  1  0
10  0      0  43296   1216 244568    0    0 21230     0  726 3446 46 53  0  1  0
 1  2      0  60328   2472 249920    0    0 33324     0  961 4953 15 83  0  2  0
 0  0      0  50044   4472 258460    0    0  5207     0  363 1068  1 18 81  0  0
 0  0      0  48928   4640 259468    0    0   654     0  267  201  0  1 99  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0  0      0  48928   4640 259496    0    0     0     0  253  133  2  0 98  0  0
 0  0      0  48432   4696 259856    0    0   296     0  261  172  0  1 99  0  0
 0  0      0  48432   4696 259872    0    0     0     0  253  141  2  0 98  0  0
 1  0      0  47564   4844 260608    0    0   651     0  267  213  2  1 97  0  0
 0  0      0  47068   4908 261012    0    0   191     0  255  146  1  1 98  0  0
 0  0      0  47068   4908 261012    0    0     0     0  254  145  1  0 99  0  0
 0  0      0  47068   4908 261012    0    0     0     0  252  135  2  0 98  0  0
 0  0      0 110460   4908 261040    0    0     0     0  262  220  0  1 99  0  0
 0  0      0 110472   4908 261044    0    0     0     0  254  142  0  0 100  0  0
 0  0      0 110472   4908 261044    0    0     0     0  252  141  1  0 99  0  0
 0  0      0 110472   4908 261044    0    0     0     0  255  146  0  1 99  0  0
 0  0      0 110472   4908 261044    0    0     0     0  252  143  0  0 100  0  0
 0  0      0 110472   4908 261044    0    0     0     0  255  145  1  1 98  0  0
 0  0      0 110472   4908 261044    0    0     0     0  252  139  1  0 99  0  0
 0  0      0 110472   4908 261044    0    0     0     0  255  145  0  1 99  0  0
 0  0      0 110480   4908 261044    0    0     0     0  252  145  1  0 99  0  0
 0  0      0 110480   4908 261044    0    0     0     0  254  143  0  1 99  0  0
 0  0      0 110480   4908 261044    0    0     0     0  252  137  1  0 99  0  0
 0  0      0 110480   4992 261272    0    0   256     0  270  292  2  0 98  0  0
 0  0      0 110480   4992 261296    0    0     0     0  255  140  1  0 99  0  0
 0  0      0 110480   4992 261296    0    0     0     0  254  145  1  0 99  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0  0      0 110480   4992 261296    0    0     0     0  255  141  2  0 98  0  0
 0  0      0 110480   4992 261296    0    0     0     0  252  145  2  0 98  0  0
 0  0      0 110480   4992 261296    0    0     0     0  251  143  1  1 98  0  0
 0  0      0 110480   4992 261296    0    0     0     0  254  147  2  0 98  0  0
 0  0      0 110480   4992 261296    0    0     0     0  254  141  2  0 98  0  0
 0  0      0 110480   4992 261296    0    0     0     0  255  140  2  0 98  0  0
 0  0      0 110480   4992 261296    0    0     0     0  252  140  2  0 98  0  0
 0  0      0 109860   5128 261992    0    0   487     0  266  191  0  1 99  0  0
 0  0      0 109860   5128 262020    0    0     0     0  252  137  0  0 100  0  0
 0  0      0 109860   5128 262020    0    0     0     0  254  144  1  0 99  0  0
 0  0      0 109860   5128 262020    0    0     0     0  253  144  1  0 99  0  0
 0  0      0 109860   5128 262020    0    0     0     0  255  144  0  0 100  0  0
 0  0      0 109860   5128 262020    0    0     0     0  254  139  1  0 99  0  0
 0  0      0 109860   5128 262020    0    0     0     0  255  149  2  1 97  0  0
 0  0      0 109860   5128 262020    0    0     0     0  255  145  1  0 99  0  0
 0  0      0 109860   5128 262020    0    0     0     0  254  145  2  0 98  0  0
 0  0      0 109860   5128 262020    0    0     0     0  252  138  2  0 98  0  0
 0  0      0 109860   5128 262020    0    0     0     0  255  145  1  1 98  0  0
 0  0      0 109860   5128 262020    0    0     0     0  252  140  1  0 99  0  0
 0  0      0 109860   5128 262020    0    0     0     0  255  149  2  0 98  0  0
 0  0      0 109860   5128 262020    0    0     0     0  252  138  2  0 98  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0  0      0 109860   5128 262020    0    0     0     0  254  145  1  1 98  0  0
 0  0      0 109860   5128 262020    0    0     0     0  252  140  1  0 99  0  0
 0  0      0 109860   5128 262020    0    0     0     0  254  145  0  0 100  0  0
 0  0      0 109860   5128 262024    0    0     0     0  254  134  2  0 98  0  0
 0  0      0 109860   5128 262024    0    0     0     0  257  145  0  0 100  0  0
 0  0      0 109860   5128 262024    0    0     0     0  256  137  2  1 97  0  0
 0  0      0 109612   5176 262132    0    0    45     0  254  165  0  1 99  0  0
 0  0      0 109612   5176 262152    0    0     0     0  253  139  2  0 98  0  0
 0  0      0 109612   5176 262152    0    0     0     0  256  141  1  1 98  0  0
 0  0      0 109612   5176 262152    0    0     0     0  252  144  1  0 99  0  0
 0  0      0 109612   5176 262152    0    0     0     0  252  142  2  1 97  0  0
 0  0      0 109612   5176 262152    0    0     0     0  252  140  0  0 100  0  0
 0  0      0 109612   5176 262152    0    0     0     0  255  147  2  0 98  0  0
 0  0      0 109612   5176 262152    0    0     0     0  255  143  2  0 98  0  0
 0  0      0 109612   5176 262152    0    0     0     0  250  145  1  0 99  0  0
 0  0      0 109612   5176 262152    0    0     0     0  252  138  1  0 99  0  0
 0  0      0 108496   5376 263044    0    0   612     0  267  203  1  4 95  0  0
 0  0      0 108496   5376 263076    0    0     0     0  253  140  0  0 100  0  0
 0  0      0 108496   5376 263076    0    0     0     0  253  147  1  0 99  0  0
 1  0      0 108496   5376 263076    0    0     0     0  251  143  0  0 100  0  0
 0  0      0 103908   6120 266848    0    0  2476     0  307  377  2  8 88  1  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0  0      0 103908   6120 266852    0    0     0     0  253  141  1  0 99  0  0
 0  0      0 103908   6120 266852    0    0     0     0  258  148  2  0 98  0  0
 0  0      0 103908   6120 266852    0    0     0     0  252  139  1  0 99  0  0
 0  0      0 103908   6120 266852    0    0     0     0  254  146  0  0 100  0  0
 0  0      0  82580   9212 279388    0    0  7429     0  390 1650  5 24 67  4  0
 0  0      0  82580   9212 279416    0    0     0     0  255  127  1  0 99  0  0
 0  4      0  60872  12468 295324    0    0 10410     0  487 2239  3 29 40 28  0
 1  0      0  46784  18152 298988    0    0 22339     0  638 3420  8 66  0 26  0
 2  0      0  47476  14136 299400    0    0 24508     0  732 3142  5 77  0 18  0
 3  0      0  52900  13460 290836    0    0 20769     0  718 4167  9 71  0 20  0
 0  2      0  47956  13304 292328    0    0 19026     0  679 3945 11 70  0 19  0
 2  0      0  46656  10304 288976    0    0 23185     0  690 3024  9 85  0  6  0
 5  1      0  47872  12648 283720    0    0 30651     0  861 3760  2 95  0  3  0
 2  0      0  48464  10260 275652    0    0 21137     0  800 3260 16 74  0  9  0
 2  1      0  47164   9376 277260    0    0 17979     0  694 3600  6 65  0 29  0
 1  0      0  48992   9216 273500    0    0 27325     0  891 3407  4 86  0  9  0
 1  0      0  50416   7720 272048    0    0 23594     0  850 3338  7 88  4  1  0
 0  0      0  50300   7724 272076    0    0     7     0  264  162  1  0 99  0  0
 0  0      0  49804   7788 272492    0    0   316     0  263  162  2  1 97  0  0
 0  0      0  49804   7788 272476    0    0     0     0  256  133  2  0 98  0  0
 1  0      0  49432   7868 272708    0    0   326     0  265  202  2  2 96  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0  0      0  49308   7868 272856    0    0     0     0  257  137  2  0 98  0  0
 0  0      0  49308   7868 272856    0    0     0     0  255  131  2  0 98  0  0
 0  0      0  49308   7868 272856    0    0     0     0  257  129  2  0 98  0  0
 1  0      0  49308   7868 272856    0    0     0     0  257  134  2  0 98  0  0
 0  0      0  49308   7868 272856    0    0     0     0  256  130  0  1 99  0  0
 0  0      0  49308   7868 272856    0    0     0     0  255  127  2  0 98  0  0
 0  0      0  49308   7868 272856    0    0     0     0  255  137  2  0 98  0  0
 0  0      0  48688   8020 273384    0    0   507     0  262  172  0  3 96  1  0
 0  0      0  48688   8020 273388    0    0     0     0  255  129  0  1 99  0  0
 1  0      0  48688   8020 273388    0    0     0     0  253  123  1  0 99  0  0
 0  0      0  48688   8020 273388    0    0     0     0  258  138  0  0 100  0  0
 0  0      0  48688   8020 273388    0    0     0     0  253  127  1  0 99  0  0
 0  0      0  48688   8020 273388    0    0     0     0  257  130  0  0 100  0  0
 0  0      0  48688   8020 273388    0    0     0     0  251  129  1  1 98  0  0
 0  0      0  46692   8344 275040    0    0  1143     0  278  248  2  5 93  0  0
 0  0      0  46688   8344 275036    0    0     0     0  253  126  0  0 100  0  0
 0  0      0  46688   8344 275036    0    0     0     0  255  128  1  0 99  0  0
 0  0      0  46544   8372 275164    0    0    73     0  259  139  1  0 99  0  0
 0  0      0  46548   8372 275148    0    0     0     0  255  132  1  0 99  0  0
 1  0      0  46548   8372 275148    0    0     0     0  253  124  0  1 99  0  0
 0  0      0  46548   8372 275148    0    0     0     0  255  133  1  0 99  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0  0      0  46548   8372 275148    0    0     0     0  252  121  0  0 100  0  0
 0  0      0  46548   8372 275148    0    0     0     0  254  129  0  1 99  0  0
 0  0      0  46548   8372 275148    0    0     0     0  255  122  1  0 99  0  0
 0  0      0  46548   8372 275148    0    0     0     0  255  132  1  0 99  0  0
 0  0      0  46548   8372 275148    0    0     0     0  253  121  2  0 98  0  0
 0  0      0  46548   8372 275148    0    0     0     0  256  129  1  0 99  0  0
 0  0      0  46548   8372 275148    0    0     0     0  253  126  1  0 99  0  0
 0  0      0  46548   8372 275148    0    0     0     0  255  130  1  0 99  0  0
 2  0      0  46548   8372 275148    0    0     0     0  253  122  2  0 98  0  0
 0  0      0  46548   8372 275148    0    0     0     0  255  131  0  1 99  0  0
 0  0      0  46548   8372 275148    0    0     0     0  254  124  1  1 98  0  0
 0  0      0  46548   8372 275148    0    0     0     0  255  131  0  0 100  0  0
 0  0      0  46276   8372 275148    0    0     0     0  253  124  0  0 100  0  0
 0  0      0  60720   6064 263448    0    0  2480     0  301  462  1 11 88  0  0
 0  0      0  60720   6064 263436    0    0     0     0  254  126  0  0 100  0  0
 0  0      0  60720   6064 263436    0    0     0     0  256  131  0  1 99  0  0
 0  0      0  60720   6064 263436    0    0     0     0  252  128  1  0 99  0  0
 0  0      0  60720   6064 263436    0    0     0     0  255  131  1  0 99  0  0
 0  0      0  60720   6064 263436    0    0     0     0  253  127  1  0 99  0  0
 0  0      0  60720   6064 263436    0    0     0     0  256  131  1  1 98  0  0
 0  0      0  60720   6064 263436    0    0     0     0  252  123  0  0 100  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0  0      0  60720   6064 263436    0    0     0     0  256  131  0  1 99  0  0
 0  0      0  60720   6064 263436    0    0     0     0  246  128  2  0 98  0  0
 0  0      0  60236   6064 263436    0    0     0     0  255  134  1  0 99  0  0
 0  0      0  60252   6064 263436    0    0     0     0  252  122  1  0 99  0  0
 0  0      0  60252   6064 263436    0    0     0     0  256  129  0  0 100  0  0
 0  0      0  60252   6064 263436    0    0     0     0  254  130  0  1 99  0  0
 0  0      0  60252   6064 263436    0    0     0     0  255  131  2  0 98  0  0
 0  0      0  60252   6064 263436    0    0     0     0  254  121  0  0 100  0  0
 0  0      0  50704   7536 272020    0    0  5957     0  676 2030  1 17 82  0  0
 0  0      0  47356   8252 274548    0    0  2314     0  597 1597  5  9 85  0  0
 1  0      0  51508   7948 270704    0    0  5440     0  383  920  2 24 73  1  0
 0  3      0  50520   7892 269732    0    0 29549     0  926 4380  3 91  0  6  0
 1  0      0  48980   7432 274964    0    0 28782     0  927 6514  8 90  0  2  0
 4  0      0  64828   9520 276100    0    0 36090     0  985 3797  1 95  0  4  0
 0  0      0  70356  12372 283188    0    0 13040     0  532 1929  1 45 52  2  0
 0  0      0  51876  16236 299540    0    0 10599     0  558 1975  6 36 58  0  0
 0  0      0  51876  16236 299540    0    0     0     0  255  150  1  1 98  0  0
 0  0      0  51256  16320 300020    0    0   334     0  259  179  0  0 100  0  0
 0  0      0  51256  16320 300028    0    0     0     0  254  149  1  0 99  0  0
 0  0      0  51256  16320 300028    0    0     0     0  253  139  0  0 100  0  0
 0  0      0  51256  16320 300028    0    0     0     0  256  148  1  0 99  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0      0  51132  16352 300152    0    0   145     0  258  158  0  0 100  0  0
 0  0      0  51132  16352 300168    0    0     0     0  253  146  2  1 97  0  0
 0  0      0  51132  16352 300168    0    0     0     0  252  138  0  0 100  0  0
 0  0      0  51132  16352 300168    0    0     0     0  248  143  1  1 98  0  0
 0  0      0  47344  18052 305240    0    0  5465     0  408 2238  5 28 62  4  0
 0  0      0  47344  18052 305240    0    0     0     0  256  149  0  0 100  0  0
 0  0      0  47344  18052 305240    0    0     0     0  251  139  1  0 99  0  0
 0  0      0  47344  18052 305240    0    0     0     0  256  148  1  0 99  0  0
 0  0      0  47344  18052 305240    0    0     0     0  252  140  0  0 100  0  0
 0  0      0  47344  18052 305240    0    0     0     0  255  144  1  0 99  0  0
 0  0      0  47344  18052 305240    0    0     0     0  246  140  1  0 99  0  0
 0  0      0  47344  18052 305240    0    0     0     0  254  145  1  0 99  0  0
 0  0      0  47344  18052 305240    0    0     0     0  253  138  1  1 98  0  0
 0  0      0  47344  18052 305240    0    0     0     0  252  139  1  0 99  0  0
 0  0      0  47344  18052 305240    0    0     0     0  255  145  0  0 100  0  0
 0  0      0  47344  18052 305240    0    0     0     0  252  138  1  0 99  0  0
 0  0      0  47344  18052 305240    0    0     0     0  254  147  0  0 100  0  0
 0  0      0  47344  18052 305240    0    0     0     0  251  138  0  0 100  0  0
 0  0      0  47344  18052 305240    0    0     0     0  254  147  0  1 99  0  0
 0  0      0  47344  18052 305240    0    0     0     0  253  140  1  0 99  0  0
 0  0      0  47344  18052 305240    0    0     0     0  254  149  0  0 100  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0  0      0  47344  18052 305240    0    0     0     0  254  141  1  0 99  0  0
 0  0      0  47344  18052 305240    0    0     0     0  254  142  1  0 99  0  0
 0  0      0  47344  18052 305240    0    0     0     0  254  140  0  0 100  0  0
 0  0      0  47344  18052 305240    0    0     0     0  255  150  1  0 99  0  0
 0  0      0  47344  18052 305240    0    0     0     0  253  139  0  0 100  0  0
 0  0      0  47344  18052 305240    0    0     0     0  254  147  0  0 100  0  0
 0  0      0  47344  18052 305240    0    0     0     0  252  137  1  0 99  0  0
 0  0      0  47344  18052 305240    0    0     0     0  254  148  1  0 99  0  0
 0  0      0  47344  18052 305240    0    0     0     0  252  138  0  0 100  0  0
