procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
18  0      0  50156   2380 254996    0    0     0     0  288  265 55  0 45  0  0
 0  0      0  50156   2380 254996    0    0     0     0  282  325 73  0 27  0  0
 0  0      0  50156   2380 254996    0    0     0     0  254  139  2  0 98  0  0
 0  0      0  50156   2380 254996    0    0     0     0  252  143  1  0 99  0  0
 0  0      0  50156   2380 254996    0    0     0     0  254  144  2  0 98  0  0
 0  0      0  50156   2380 254996    0    0     0     0  255  142 10  0 90  0  0
 0  0      0  51644   2492 253648    0    0  7372     0  416 1031 21 25 53  1  0
 0  0      0  48420   3504 255556    0    0  4721     0  372  884 23 17 60  0  0
 1  0      0  48420   3504 255556    0    0     0     0  260  149 16  0 84  0  0
 0  0      0  48420   3504 255556    0    0     0     0  267  142 23  0 77  0  0
 0  0      0  48420   3504 255556    0    0     0     0  255  142  0  1 99  0  0
17  0      0  48420   3504 255556    0    0     0     0  288  231 42  0 58  0  0
 0  0      0  48420   3504 255556    0    0     0     0  286  359 87  0 13  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0  0      0  48296   3536 255680    0    0   145     0  257  154  0  0 100  0  0
 0  0      0  48296   3536 255700    0    0     0     0  254  144  1  0 99  0  0
 0  0      0  47800   3596 256160    0    0   304     0  263  174  7  1 92  0  0
 0  0      0  47800   3596 256164    0    0     0     0  266  176 21  0 79  0  0
 2  0      0  47800   3596 256164    0    0     0     0  264  171 18  0 82  0  0
 0  0      0  47800   3596 256164    0    0     0     0  257  148 11  0 89  0  0
 0  0      0  47800   3596 256164    0    0     0     0  266  148 29  0 71  0  0
 0  0      0  47800   3596 256164    0    0     0     0  255  145  0  0 100  0  0
 0  0      0  47800   3596 256168    0    0     0     0  258  137  7  1 92  0  0
17  0      0  47800   3596 256168    0    0     0     0  281  204 26  1 73  0  0
 0  0      0  47800   3596 256168    0    0     0     0  294  380 97  1  2  0  0
 0  0      0  47800   3596 256168    0    0     0     0  254  147  2  0 98  0  0
 0  0      0  47800   3596 256168    0    0     0     0  254  139  7  0 93  0  0
 0  0      0  47800   3596 256168    0    0     0     0  270  179 22  0 78  0  0
 1  0      0  47800   3596 256168    0    0     0     0  252  139  4  0 96  0  0
 1  0      0  47800   3596 256168    0    0     0     0  266  184 24  0 76  0  0
 0  0      0  47800   3596 256168    0    0     0     0  276  147 28  0 72  0  0
 0  0      0  47800   3596 256168    0    0     0     0  257  138  2  1 97  0  0
 0  0      0  47800   3596 256168    0    0     0     0  259  141  8  0 92  0  0
 0  0      0  47800   3596 256168    0    0     0     0  257  146  1  0 99  0  0
16  0      0  47800   3596 256168    0    0     0     0  272  170 20  1 79  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 2  0      0  47800   3596 256168    0    0     0     0  299  395 100  0  0  0  0
 0  0      0  47800   3596 256168    0    0     0     0  258  144  8  0 92  0  0
 1  0      0  47800   3596 256168    0    0     0     0  266  176 21  0 79  0  0
 0  0      0  47800   3596 256168    0    0     0     0  256  139  2  0 98  0  0
 1  0      0  54124   1988 251472    0    0  3865     0  367  744 23 12 65  0  0
 0  0      0  54124   1988 251540    0    0     0     0  270  143 36  0 64  0  0
 0  0      0  54124   1988 251540    0    0     0     0  254  143  0  0 100  0  0
 0  0      0  54124   1988 251540    0    0     0     0  256  134  7  0 93  0  0
 0  0      0  54124   1988 251540    0    0     0     0  257  142  1  0 99  0  0
 0  0      0  54124   1988 251540    0    0     0     0  257  142  7  0 93  0  0
14  0      0  54124   1988 251540    0    0     0     0  285  163 21  1 78  0  0
 0  0      0  54124   1988 251540    0    0     0     0  305  375 96  0  4  0  0
 2  0      0  54124   1988 251540    0    0     0     0  260  144  7  0 93  0  0
 0  0      0  54124   1988 251540    0    0     0     0  257  154 13  2 85  0  0
 0  0      0  52140   2316 253112    0    0  1078     0  281  283 22  4 74  0  0
 0  0      0  51644   2448 253548    0    0   313     0  283  260 34  1 65  0  0
 0  0      0  51644   2448 253548    0    0     0     0  258  139  2  0 98  0  0
 0  0      0  51644   2448 253548    0    0     0     0  256  142  6  0 94  0  0
 0  0      0  51644   2448 253548    0    0     0     0  254  144  1  0 99  0  0
 0  0      0  51644   2448 253548    0    0     0     0  257  143  9  0 91  0  0
 0  0      0  51644   2448 253548    0    0     0     0  264  149 15  1 84  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
14  0      0  51644   2448 253548    0    0     0     0  273  169 19  0 81  0  0
 0  0      0  51644   2448 253548    0    0     0     0  297  368 91  0  9  0  0
 0  0      0  51644   2448 253548    0    0     0     0  263  166 17  0 83  0  0
 0  0      0  51644   2448 253548    0    0     0     0  267  174 21  0 79  0  0
 1  0      0  51644   2448 253548    0    0     0     0  270  144 31  0 69  0  0
 0  0      0  51644   2448 253548    0    0     0     0  257  145  5  0 95  0  0
 0  0      0  51644   2448 253548    0    0     0     0  259  142  8  1 91  0  0
 0  0      0  51644   2448 253548    0    0     0     0  254  140  1  1 98  0  0
 1  0      0  51644   2448 253548    0    0     0     0  256  142  2  0 98  0  0
 1  0      0  51644   2448 253548    0    0     0     0  260  151 20  0 80  0  0
 0  0      0  51644   2448 253548    0    0     0     0  259  140 14  0 86  0  0
15  0      0  55612   1436 250632    0    0  3826     0  365  608 30 12 58  0  0
 3  1      0  47180   2980 257412    0    0  4861     0  399  928 91  9  0  0  0
 0  0      0  46312   3140 258212    0    0   527     0  274  318 20  2 78  0  0
 1  0      0  46312   3140 258212    0    0     0     0  270  144 33  1 66  0  0
 0  0      0  46312   3140 258212    0    0     0     0  257  146  3  0 97  0  0
 0  0      0  46312   3140 258212    0    0     0     0  249  140  6  1 93  0  0
 0  0      0  46312   3140 258212    0    0     0     0  254  146  1  0 99  0  0
 3  0      0  52264   2732 252472    0    0 35786     0 1219 4231  3 94  1  2  0
 1  2      0  51520   2624 253384    0    0 32677     0  953 3835 20 79  0  1  0
 3  0      0  51148   2872 253616    0    0 32529     0 1064 4109 12 88  0  1  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 2  0      0  54248   2036 251380    0    0 32478     0  947 3932  7 92  0  1  0
23  0      0  46560   3452 257372    0    0 17467     0  725 2140 63 36  0  1  0
 2  2      0  52760   2548 252128    0    0 13452     0  624 1769 72 28  0  0  0
 1  0      0  51768   2772 253000    0    0 32410     0  967 3891  8 91  0  1  0
 2  0      0  50652   3048 253828    0    0 32881     0  977 3801  7 92  0  1  0
 4  0      0  54496   2744 250400    0    0 35712     0 1045 3982  0 99  0  1  0
 2  1      0  52884   2528 252064    0    0 28339     0  788 3043  0 79 20  1  0
 1  0      0  52264   2384 252988    0    0  7305     0  432 1180 26 20 54  0  0
 2  0      0  55852   1784 249480    0    0 32651     0  895 3407  9 89  0  2  0
 0  0      0  53504   2208 251896    0    0  6697     0  440 1174  8 20 72  0  0
 1  2      0  52752   2500 252060    0    0 26758     0  735 2952  1 75 22  2  0
23  0      0  51188   2532 253828    0    0 23590     0  866 3768 37 62  0  1  0
24  0      0  55032   2584 249980    0    0  3104     0  356  573 94  6  0  0  0
 0  2      0  51560   2888 252996    0    0 22133     0  707 2747 38 62  0  0  0
 0  0      0  48832   3548 255160    0    0 17735     0  632 2049  8 60 31  1  0
 0  0      0  48708   3548 255172    0    0     0     0  257  142  2  1 97  0  0
 0  0      0  48708   3548 255172    0    0     0     0  256  147  9  0 91  0  0
 0  0      0  46848   3852 256784    0    0  1205     0  286  275 14  5 81  0  0
 1  0      0  46352   3908 257164    0    0   296     0  265  163  9  1 90  0  0
 0  0      0  46352   3908 257164    0    0     0     0  257  144  6  0 94  0  0
 0  0      0  56872   1544 249376    0    0   891     0  268  243  0  4 96  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0  0      0  55776   1756 250128    0    0   697     0  277  309  1  3 96  0  0
 2  0      0  55776   1756 250128    0    0     0     0  271  145 21  1 78  0  0
20  0      0  55776   1756 250128    0    0     0     0  309  374 100  0  0  0  0
 0  0      0  55776   1756 250128    0    0     0     0  290  298 62  1 37  0  0
 0  0      0  55776   1756 250128    0    0     0     0  254  145  1  0 99  0  0
 1  0      0  55776   1756 250128    0    0     0     0  252  143  7  0 93  0  0
 0  0      0  55776   1756 250128    0    0     0     0  263  145 16  0 84  0  0
 0  0      0  55776   1756 250128    0    0     0     0  255  139  7  1 92  0  0
 0  0      0  55776   1756 250128    0    0     0     0  263  144 11  0 89  0  0
 0  0      0  50320   2800 254376    0    0  2468     0  304  434  1 10 88  1  0
 0  0      0  50320   2800 254376    0    0     0     0  254  147  0  0 100  0  0
 0  0      0  50320   2800 254376    0    0     0     0  260  141 17  0 83  0  0
 0  0      0  50320   2800 254376    0    0     0     0  262  161 13  0 87  0  0
21  0      0  50320   2800 254376    0    0     0     0  304  296 65  0 35  0  0
 1  0      0  50320   2800 254376    0    0     0     0  296  352 81  1 18  0  0
 0  0      0  50320   2800 254376    0    0     0     0  253  135  2  0 98  0  0
 0  0      0  50320   2800 254376    0    0     0     0  265  146 23  0 77  0  0
 0  0      0  50320   2800 254380    0    0     0     0  256  138  8  0 92  0  0
 0  0      0  50320   2800 254380    0    0     0     0  260  142 10  0 90  0  0
 0  0      0  50072   2844 254600    0    0   154     0  256  157  1  0 99  0  0
 0  0      0  50072   2844 254600    0    0     0     0  252  147  2  0 98  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0  0      0  50072   2844 254600    0    0     0     0  260  142 14  0 86  0  0
 0  0      0  50072   2844 254600    0    0     0     0  261  171 16  1 83  0  0
 1  0      0  50072   2844 254600    0    0     0     0  255  138  1  0 99  0  0
19  0      0  50072   2844 254600    0    0     0     0  290  263 62  0 38  0  0
 0  0      0  50072   2844 254600    0    0     0     0  296  356 88  1 11  0  0
 0  0      0  50072   2844 254600    0    0     0     0  264  150 20  0 80  0  0
 0  0      0  50072   2844 254600    0    0     0     0  255  138  7  0 93  0  0
 2  0      0  49948   2884 254716    0    0   154     0  266  163  6  1 93  0  0
 0  0      0  49824   2920 254920    0    0    97     0  264  242  1  1 98  0  0
 0  0      0  49824   2920 254920    0    0     0     0  257  145  1  0 99  0  0
 1  0      0  49824   2920 254920    0    0     0     0  260  144 14  0 86  0  0
 0  0      0  49824   2920 254920    0    0     0     0  268  178 18  0 82  0  0
 0  0      0  49824   2920 254920    0    0     0     0  252  142  2  0 98  0  0
 0  0      0  49824   2920 254920    0    0     0     0  260  146 14  1 85  0  0
14  0      0  49824   2920 254920    0    0     0     0  285  240 56  0 44  0  0
 1  0      0  49824   2920 254920    0    0     0     0  307  393 100  0  0  0  0
 0  0      0  49824   2920 254920    0    0     0     0  261  143 11  0 89  0  0
 0  0      0  49824   2920 254920    0    0     0     0  261  147 11  0 89  0  0
 0  0      0  49824   2920 254920    0    0     0     0  253  140  1  1 98  0  0
 0  0      0  49824   2920 254920    0    0     0     0  252  149  0  0 100  0  0
 0  0      0  56584   3076 255648    0    0   502     0  262  207  2  3 95  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0  0      0  80316   3076 255644    0    0     0     0  257  181  2  0 98  0  0
 0  0      0  80316   3076 255644    0    0     0     0  255  139  2  0 98  0  0
 0  0      0  80316   3076 255644    0    0     0     0  261  147 16  0 84  0  0
 0  0      0 112240   3076 255660    0    0     0     0  262  179  7  0 93  0  0
 9  0      0 168148   3076 255664    0    0     0     0  283  255 17  1 82  0  0
 0  0      0 184216   3076 255696    0    0     0     0  278  281 51  0 49  0  0
 0  0      0 192164   3076 255700    0    0     0     0  257  161  2  0 98  0  0
 0  0      0 192164   3076 255700    0    0     0     0  253  142  1  1 98  0  0
 0  0      0 192164   3076 255700    0    0     0     0  257  148  1  0 99  0  0
 0  0      0 192164   3076 255700    0    0     0     0  253  139  2  0 98  0  0
 0  0      0 192164   3076 255700    0    0     0     0  254  146  1  1 98  0  0
 0  0      0 192164   3076 255700    0    0     0     0  252  138  0  1 99  0  0
 0  0      0 208112   3076 255708    0    0     0     0  258  178  2  0 98  0  0
 0  0      0 216088   3076 255712    0    0     0     0  253  155  1  0 99  0  0
 0  0      0 216088   3076 255712    0    0     0     0  257  146  2  0 98  0  0
 0  0      0 287900   3076 255748    0    0     0     0  258  218  0  2 98  0  0
 0  0      0 287900   3076 255748    0    0     0     0  254  147  1  0 99  0  0
 0  0      0 287900   3076 255748    0    0     0     0  253  138  1  1 98  0  0
 0  0      0 287900   3076 255748    0    0     0     0  248  148  1  1 98  0  0
 0  0      0 287900   3076 255748    0    0     0     0  253  138  2  1 97  0  0
 0  0      0 287900   3076 255748    0    0     0     0  255  145  1  0 99  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0  0      0 287836   3076 255752    0    0     0     0  252  141  2  0 98  0  0
 0  0      0 287820   3076 255752    0    0     0     0  254  143  1  0 99  0  0
 0  0      0 287836   3076 255752    0    0     0     0  253  137  1  0 99  0  0
 0  0      0 287836   3076 255752    0    0     0     0  255  145  0  0 100  0  0
 0  0      0 287836   3076 255752    0    0     0     0  252  139  1  0 99  0  0
 0  0      0 287836   3076 255752    0    0     0     0  254  147  0  1 99  0  0
 0  0      0 286720   3352 257152    0    0   942     0  267  225  1  3 96  0  0
 0  0      0 286720   3352 257152    0    0     0     0  254  149  0  0 100  0  0
 0  0      0 286720   3352 257152    0    0     0     0  252  137  1  0 99  0  0
 0  0      0 286720   3352 257152    0    0     0     0  254  145  0  0 100  0  0
 2  3      0 277668   5028 264128    0    0  4675     0  495  757  1 17 82  0  0
 0  0      0 259936   8284 278808    0    0  9110     0  572 1369  2 28 69  1  0
 0  0      0 244592  10912 291520    0    0  8183     0  448 1733  1 25 74  0  0
 0  0      0 244592  10912 291540    0    0     0     0  295  391  2  1 97  0  0
