Run time for pass 1 is 1020.054817 ms
Run time for pass 2 is 983.981848 ms
Run time for pass 3 is 921.852112 ms
Run time for pass 4 is 876.633883 ms
Run time for pass 5 is 751.698971 ms
Run time for pass 6 is 651.315928 ms
Run time for pass 7 is 680.004835 ms
Run time for pass 8 is 642.584085 ms
Run time for pass 9 is 679.517984 ms
Run time for pass 10 is 636.528015 ms
Run time for pass 11 is 623.878956 ms
Run time for pass 12 is 458.806992 ms
Run time for pass 13 is 60.024977 ms
Run time for pass 14 is 57.739973 ms
Run time for pass 15 is 76.636076 ms
Run time for pass 16 is 75.509071 ms
Run time for pass 17 is 61.218977 ms
Run time for pass 18 is 59.686899 ms
Run time for pass 19 is 57.808876 ms
Run time for pass 20 is 79.650164 ms
Total Run time is 209566.118956 ms
