Run time for pass 1 is 2117.038965 ms
Run time for pass 2 is 1536.396027 ms
Run time for pass 3 is 1361.526012 ms
Run time for pass 4 is 1199.588060 ms
Run time for pass 5 is 1188.885212 ms
Run time for pass 6 is 1036.406994 ms
Run time for pass 7 is 1028.825998 ms
Run time for pass 8 is 979.415894 ms
Run time for pass 9 is 896.070957 ms
Run time for pass 10 is 791.572094 ms
Run time for pass 11 is 203.835011 ms
Run time for pass 12 is 79.035044 ms
Run time for pass 13 is 59.751034 ms
Run time for pass 14 is 75.262070 ms
Run time for pass 15 is 67.610979 ms
Run time for pass 16 is 69.451094 ms
Run time for pass 17 is 81.254005 ms
Run time for pass 18 is 62.733889 ms
Run time for pass 19 is 62.566042 ms
Run time for pass 20 is 77.327013 ms
Total Run time is 213220.515966 ms
