Run time for pass 1 is 871.793032 ms
Run time for pass 2 is 1019.299030 ms
Run time for pass 3 is 1063.251972 ms
Run time for pass 4 is 1107.264996 ms
Run time for pass 5 is 978.136063 ms
Run time for pass 6 is 1084.986925 ms
Run time for pass 7 is 1079.153061 ms
Run time for pass 8 is 1033.567905 ms
Run time for pass 9 is 1397.980928 ms
Run time for pass 10 is 1467.602968 ms
Run time for pass 11 is 1103.806973 ms
Run time for pass 12 is 954.761982 ms
Run time for pass 13 is 944.655180 ms
Run time for pass 14 is 966.162920 ms
Run time for pass 15 is 968.169212 ms
Run time for pass 16 is 1084.382057 ms
Run time for pass 17 is 999.951124 ms
Run time for pass 18 is 1003.138065 ms
Run time for pass 19 is 1009.413004 ms
Run time for pass 20 is 1047.495842 ms
Run time for pass 21 is 1004.513979 ms
Run time for pass 22 is 1004.717112 ms
Run time for pass 23 is 1202.275991 ms
Run time for pass 24 is 729.605913 ms
Run time for pass 25 is 949.639082 ms
Run time for pass 26 is 692.065954 ms
Run time for pass 27 is 688.081980 ms
Run time for pass 28 is 738.581896 ms
Run time for pass 29 is 717.025995 ms
Run time for pass 30 is 707.746983 ms
Run time for pass 31 is 711.781025 ms
Run time for pass 32 is 692.054987 ms
Run time for pass 33 is 897.169828 ms
Run time for pass 34 is 937.155008 ms
Run time for pass 35 is 985.135078 ms
Run time for pass 36 is 841.743946 ms
Run time for pass 37 is 761.628866 ms
Run time for pass 38 is 647.462130 ms
Run time for pass 39 is 682.487965 ms
Run time for pass 40 is 723.271132 ms
Run time for pass 41 is 806.884050 ms
Run time for pass 42 is 760.082960 ms
Run time for pass 43 is 714.070082 ms
Run time for pass 44 is 637.762070 ms
Run time for pass 45 is 834.662914 ms
Run time for pass 46 is 614.099026 ms
Run time for pass 47 is 769.733906 ms
Run time for pass 48 is 712.939978 ms
Run time for pass 49 is 723.893881 ms
Run time for pass 50 is 770.985842 ms
Total Run time is 549919.147968 ms
