Run time for pass 1 is 889.191866 ms
Run time for pass 2 is 1015.316963 ms
Run time for pass 3 is 1009.009838 ms
Run time for pass 4 is 1119.396925 ms
Run time for pass 5 is 976.438999 ms
Run time for pass 6 is 1100.423098 ms
Run time for pass 7 is 1151.082993 ms
Run time for pass 8 is 902.900219 ms
Run time for pass 9 is 1320.135832 ms
Run time for pass 10 is 1406.142950 ms
Run time for pass 11 is 994.431973 ms
Run time for pass 12 is 922.586918 ms
Run time for pass 13 is 886.970043 ms
Run time for pass 14 is 874.417067 ms
Run time for pass 15 is 968.189001 ms
Run time for pass 16 is 1136.979103 ms
Run time for pass 17 is 956.528902 ms
Run time for pass 18 is 937.344074 ms
Run time for pass 19 is 991.410017 ms
Run time for pass 20 is 985.719919 ms
Run time for pass 21 is 928.450108 ms
Run time for pass 22 is 955.183029 ms
Run time for pass 23 is 1228.271008 ms
Run time for pass 24 is 741.860151 ms
Run time for pass 25 is 854.686022 ms
Run time for pass 26 is 763.517141 ms
Run time for pass 27 is 728.503942 ms
Run time for pass 28 is 780.148029 ms
Run time for pass 29 is 734.501123 ms
Run time for pass 30 is 757.862806 ms
Run time for pass 31 is 696.300983 ms
Run time for pass 32 is 697.993994 ms
Run time for pass 33 is 911.303043 ms
Run time for pass 34 is 866.892815 ms
Run time for pass 35 is 1115.534067 ms
Run time for pass 36 is 956.077099 ms
Run time for pass 37 is 782.480001 ms
Run time for pass 38 is 649.497986 ms
Run time for pass 39 is 713.596106 ms
Run time for pass 40 is 695.087910 ms
Run time for pass 41 is 772.558928 ms
Run time for pass 42 is 989.480019 ms
Run time for pass 43 is 733.834028 ms
Run time for pass 44 is 627.067089 ms
Run time for pass 45 is 856.590986 ms
Run time for pass 46 is 654.252052 ms
Run time for pass 47 is 791.031122 ms
Run time for pass 48 is 740.371943 ms
Run time for pass 49 is 697.098017 ms
Run time for pass 50 is 741.478920 ms
Total Run time is 549992.761850 ms
