Run time for pass 1 is 2403.789997 ms
Run time for pass 2 is 1847.321987 ms
Run time for pass 3 is 1830.610991 ms
Run time for pass 4 is 1653.527021 ms
Run time for pass 5 is 1418.092012 ms
Run time for pass 6 is 1237.264156 ms
Run time for pass 7 is 1181.092978 ms
Run time for pass 8 is 1109.774113 ms
Run time for pass 9 is 1157.052040 ms
Run time for pass 10 is 1048.716068 ms
Run time for pass 11 is 948.028088 ms
Run time for pass 12 is 884.030819 ms
Run time for pass 13 is 1135.487080 ms
Run time for pass 14 is 1439.666986 ms
Run time for pass 15 is 1511.656046 ms
Run time for pass 16 is 1315.868855 ms
Run time for pass 17 is 1134.844065 ms
Run time for pass 18 is 941.694975 ms
Run time for pass 19 is 79.031944 ms
Run time for pass 20 is 67.827940 ms
Total Run time is 225009.521008 ms
