Run time for pass 1 is 2597.321987 ms
Run time for pass 2 is 1982.495070 ms
Run time for pass 3 is 1866.782904 ms
Run time for pass 4 is 1625.576973 ms
Run time for pass 5 is 1458.163023 ms
Run time for pass 6 is 1241.461039 ms
Run time for pass 7 is 1146.516085 ms
Run time for pass 8 is 1126.554012 ms
Run time for pass 9 is 1115.974903 ms
Run time for pass 10 is 1053.460836 ms
Run time for pass 11 is 968.765020 ms
Run time for pass 12 is 909.173965 ms
Run time for pass 13 is 1083.713055 ms
Run time for pass 14 is 1414.881945 ms
Run time for pass 15 is 1555.876970 ms
Run time for pass 16 is 1351.079941 ms
Run time for pass 17 is 1265.337944 ms
Run time for pass 18 is 1103.298903 ms
Run time for pass 19 is 1042.901993 ms
Run time for pass 20 is 583.560944 ms
Total Run time is 226921.176910 ms
