Run time for pass 1 is 2607.139826 ms
Run time for pass 2 is 1905.132055 ms
Run time for pass 3 is 1709.391117 ms
Run time for pass 4 is 57.716131 ms
Run time for pass 5 is 128.997087 ms
Run time for pass 6 is 170.034170 ms
Run time for pass 7 is 163.896084 ms
Run time for pass 8 is 144.988775 ms
Run time for pass 9 is 125.409842 ms
Run time for pass 10 is 144.522905 ms
Run time for pass 11 is 122.053146 ms
Run time for pass 12 is 120.110989 ms
Run time for pass 13 is 136.697769 ms
Run time for pass 14 is 791.706800 ms
Run time for pass 15 is 1280.920982 ms
Run time for pass 16 is 1438.364983 ms
Run time for pass 17 is 111.530066 ms
Run time for pass 18 is 93.390942 ms
Run time for pass 19 is 137.949944 ms
Run time for pass 20 is 141.773939 ms
Total Run time is 211886.718988 ms
