Run time for pass 1 is 2361.872911 ms
Run time for pass 2 is 1847.086906 ms
Run time for pass 3 is 1840.414047 ms
Run time for pass 4 is 1641.547918 ms
Run time for pass 5 is 1456.311226 ms
Run time for pass 6 is 1204.818964 ms
Run time for pass 7 is 1160.994053 ms
Run time for pass 8 is 1163.152933 ms
Run time for pass 9 is 1127.748013 ms
Run time for pass 10 is 1038.661003 ms
Run time for pass 11 is 960.510969 ms
Run time for pass 12 is 947.908878 ms
Run time for pass 13 is 1090.126038 ms
Run time for pass 14 is 1375.605106 ms
Run time for pass 15 is 1612.000942 ms
Run time for pass 16 is 1424.520016 ms
Run time for pass 17 is 1213.527918 ms
Run time for pass 18 is 1112.273932 ms
Run time for pass 19 is 999.783993 ms
Run time for pass 20 is 587.541103 ms
Total Run time is 226875.752926 ms
